Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2024-07-09,Wells Fargo CC,"CAP N CORK CAP N CORK JR MARKET LOS ANGELES  ,CA",Cap N Cork Cap N Cork Jr Market Los Angeles,-18.93,Food: Booze,False,False,WF Credit Card Year End080425.csv,8aaaee33de18b39c485e146f168dd8ec,True,,,False,False
2024-04-19,Wells Fargo CC,"STOUT BURGERS AND BEERS TST* STOUT BURGERS & BEER LOS ANGELES  ,CA",Stout Burgers And Beers Tst,-75.42,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,798ea99d4d420bad21f431b371c5cea4,True,,,False,False
2024-12-11,Wells Fargo CC,"STARBUCKS STARBUCKS 17331 LOS ANGELES  ,CA",Starbucks Starbucks,-3.45,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,c9110b95ae3986b20e6de208a3c4ed11,True,,,False,False
2024-12-26,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-22.03,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,3e51510c60424a7317fd94d9226ee08d,True,,,False,False
2024-12-24,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKE'S 20072 GLENDALE     ,CA",Jersey Mike'S Subs Jersey Mike'S,-21.89,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,4ed135c78c5f0a96914a0ab23fa044c1,True,,,False,False
2024-12-22,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-18.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,8676232223ba83f2864ced62d39a6b13,True,,,False,False
2024-12-15,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-6.06,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,04e9e748f244565712702932d1c4e563,True,,,False,False
2024-12-11,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.39,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,2039279710d4acfe0c94029c17d125f6,True,,,False,False
2024-12-09,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-18.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,3fbbf7e7fa1b09836c3f3605d5d69b51,True,,,False,False
2024-11-29,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-20.93,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,e1bc4d203effde07e256ffb971737a67,True,,,False,False
2024-11-16,Wells Fargo CC,"CHICK-FIL-A CHICK-FIL-A #02703 LOS ANGELES  ,CA",Chick-Fil-A Chick-Fil-A,-8.3,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,b860f250d4624068ff16df6fe4181c25,True,,,False,False
2024-11-13,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20294 BURBANK      ,CA",Jersey Mike'S Subs Jersey Mikes,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,61888c247de70849322367fab75e2cc2,True,,,False,False
2024-10-21,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20294 BURBANK      ,CA",Jersey Mike'S Subs Jersey Mikes,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,b4a163e6da48398a6db59c8db698cbdc,True,,,False,False
2024-10-20,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-0.1,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,35fc070849b096f49191a58b97e127b2,True,,,False,False
2024-10-16,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKE'S 20072 GLENDALE     ,CA",Jersey Mike'S Subs Jersey Mike'S,-21.89,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,c711f401dbcfd871ffb7e92e756a59c8,True,,,False,False
2024-09-28,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-20.93,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,4e4a461c5809f5a525f833411341ddb0,True,,,False,False
2024-09-13,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8153 818-991-5971 ,CA",Dominos Pizza Domino'S,-19.82,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,51e778a46996d6d70b042c672712286b,True,,,False,False
2024-09-10,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,e4bf98fe04a730f40493d0a0e69ac164,True,,,False,False
2024-08-23,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKE'S 20072 GLENDALE     ,CA",Jersey Mike'S Subs Jersey Mike'S,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,a9eaf684f47cb2e1a6c8e72c23abdc04,True,,,False,False
2024-08-20,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,528f3e9664b370f8f5a5527bb472e172,True,,,False,False
2024-08-16,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-24.22,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,feb0074e5bbaac8570d541e60b1d4aed,True,,,False,False
2024-08-11,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-19.82,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,cadd1c5eac14827c0e914a23b332eefc,True,,,False,False
2024-08-05,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-13.77,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,f5b7ac75ecad38a4f17debad10c8f48f,True,,,False,False
2024-07-29,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-15.98,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,84a18f6fcb9adbaefbc27d6067372d46,True,,,False,False
2024-07-23,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20196 FRESNO       ,CA",Jersey Mike'S Subs Jersey Mikes,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,3981053baed88f96f93b685670e4cef9,True,,,False,False
2024-07-21,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,2b1bc078b4dad9e8876068294f0a1a42,True,,,False,False
2024-07-19,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,af110416a1c566afe13669b823126682,True,,,False,False
2024-07-16,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-11.57,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,dc199f9fb68fd3f6bddf9c511e4dfbd2,True,,,False,False
2024-07-09,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-15.42,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,732de8e73264098b54d9d3fd1354d276,True,,,False,False
2024-07-08,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20294 BURBANK      ,CA",Jersey Mike'S Subs Jersey Mikes,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,d7a120a1de09fbd44fec39adc746bc9b,True,,,False,False
2024-07-01,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-1.1,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,522e9974745e53cb7846244130174b0c,True,,,False,False
2024-06-24,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,d812345b953c21e5ddf5c684edaa6b47,True,,,False,False
2024-06-15,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20229 LOS ANGELES  ,CA",Jersey Mike'S Subs Jersey Mikes,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,82ce95f65817cd2b581eb965a26a5a16,True,,,False,False
2024-06-11,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-22.03,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,09dd8ec8591f0e46f9947dcb1b5ee208,True,,,False,False
2024-06-06,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.95,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,e29a251f99dfffa442d7aed7c5bed5bb,True,,,False,False
2024-05-29,Wells Fargo CC,"DOMINOS PIZZA PAYPAL *DOMINO'S 8138 402-935-7733 ,CA",Dominos Pizza Paypal,-11.01,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,be54682b993557597d31e3f88cab6feb,True,,,False,False
2024-05-21,Wells Fargo CC,"DOMINOS PIZZA DOMINO'S 8138 818-991-5971 ,CA",Dominos Pizza Domino'S,-8.81,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,d2b0dae01436d1f36cafebc1380d1ade,True,,,False,False
2024-05-18,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES 20137 MORENO VALLEY,CA",Jersey Mike'S Subs Jersey Mikes,-20.45,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,895d5bfb0c7fb4e18a2f573692ca8e39,True,,,False,False
2024-05-06,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-1.1,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,9b76176b385501011f0932a498ce3ae7,True,,,False,False
2024-04-21,Wells Fargo CC,"?? ??? SQ *??-???0039 Beaumont     ,CA",?? ??? Sq,-13.0,NEEDS REVIEW,False,False,WF Credit Card Year End080425.csv,92f48153a370dfd617f9bdf2334290d8,True,,,False,False
2024-03-12,Wells Fargo CC,"JERSEY MIKE'S SUBS JERSEY MIKES ONLINE UC MANASQUAN    ,NJ",Jersey Mike'S Subs Jersey Mikes Online Uc Manasquan,-19.85,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,fcd2906b144cf8e004f89b7085410726,True,,,False,False
2024-11-02,Wells Fargo CC,"RALPH'S RALPHS #0193 BURBANK      ,CA",Ralph'S Ralphs,-23.73,Food: Groceries,False,False,WF Credit Card Year End080425.csv,7511c73d5084b44ce40be12ca46321cf,True,,,False,False
2024-10-12,Wells Fargo CC,"LA FRUTERIA LA FRUTERIA LOS ANGELES  ,CA",La Fruteria La Fruteria Los Angeles,-6.74,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,34af1de84ccf396bc152c71c665a57ff,True,,,False,False
2024-12-14,Wells Fargo CC,"FEAST FROM THE TST* FEAST FROM THE EAST LOS ANGELES  ,CA",Feast From The Tst,-37.58,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,23f208244e8ce852ca359e79fc3e3cc0,True,,,False,False
2024-11-06,Wells Fargo CC,"DD HOTWINGSCAFE DD *HOTWINGSCAFE WWW.DOORDASH.,CA",Dd Hotwingscafe Dd,-51.38,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,3111aede056f4ae77ff348555e88192d,True,,,False,False
2024-10-18,Wells Fargo CC,"SPITZ TST* SPITZ - LOS FELIZ LOS ANGELES  ,CA",Spitz Tst,-18.7,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,e25adfd87ab7af68fa8aa9b60f4d1cb2,True,,,False,False
2024-09-13,Wells Fargo CC,"LOVEANDSAN IKES BUR LOVEANDSAN* IKES - BUR LOVEANDSANDWI,CA",Loveandsan Ikes Bur Loveandsan,-15.99,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,13c523484f3fe672d742945fa69a7c30,True,,,False,False
2024-08-21,Wells Fargo CC,"SPITZ TST* SPITZ - LOS FELIZ LOS ANGELES  ,CA",Spitz Tst,-47.32,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,638511c9ef61271c9143e58950dce00a,True,,,False,False
2024-08-11,Wells Fargo CC,"LA COLOMBE SQ *LA COLOMBE - FROGTOWN Los Angeles  ,CA",La Colombe Sq,-11.0,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,3f81b7bf4e3afbfea9ae9cfaf9aa860d,True,,,False,False
2024-06-05,Wells Fargo CC,"LOVEANDSAN IKES BUR LOVEANDSAN* IKES - BUR LOVEANDSANDWI,CA",Loveandsan Ikes Bur Loveandsan,-15.88,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,2495ae7550adc93005dbb7906fe6f29e,True,,,False,False
2024-05-08,Wells Fargo CC,"SHAKE SHACK SQ *SHAKE SHACK Los Angeles  ,CA",Shake Shack Sq,-11.72,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,b7c41fcccf0a4efbf6920ea1a2fbec4d,True,,,False,False
2024-05-06,Wells Fargo CC,"SPITZ TST* SPITZ - LOS FELIZ LOS ANGELES  ,CA",Spitz Tst,-34.16,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,be85992c3ce2f5abfde31faf859d2a41,True,,,False,False
2024-05-05,Wells Fargo CC,"PAPILLES TST* PAPILLES Los Angeles  ,CA",Papilles Tst,-11.39,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,63e95de2048ee0f0d07d861d6a0730f9,True,,,False,False
2024-04-27,Wells Fargo CC,"PIZZA MAN PIZZA MAN - COLORADO LOS ANGELES  ,CA",Pizza Man Pizza Man - Colorado Los Angeles,-158.78,Child-Related: Misc Expenses,False,False,WF Credit Card Year End080425.csv,aed79c4df8bba9e8c1bd70a939595b47,True,,,False,False
2024-04-20,Wells Fargo CC,"BEACHWOOD CAFE BEACHWOOD CAFE LOS ANGELES  ,CA",Beachwood Cafe Beachwood Cafe Los Angeles,-21.31,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,4ac68816ec9fb1a1aee36b220c79aecb,True,,,False,False
2024-04-07,Wells Fargo CC,"BEACHWOOD CAFE BEACHWOOD CAFE LOS ANGELES  ,CA",Beachwood Cafe Beachwood Cafe Los Angeles,-29.33,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,5eddfe31f28412a2d88035709e10f2c7,True,,,False,False
2024-03-24,Wells Fargo CC,"MOFONGOS RESTAURANT MOFONGOS NORTH HOLLYWO,CA","Mofongos Restaurant Mofongos North Hollywo,Ca",-33.52,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,9d42e87531cd72e8c3912c342851a078,True,,,False,False
2024-03-24,Wells Fargo CC,"PALMS THAI RESTAURANT PALMS THAI RESTAURANT LOS ANGELES  ,CA",Palms Thai Restaurant Palms Thai Restaurant Los Angeles,-86.68,Food: Restaurants,False,False,WF Credit Card Year End080425.csv,13968e875b54d3a6bbfc30d473b1ec67,True,,,False,False
2024-12-24,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,8132802e9f57f2e1775d19fb79bbd1df,True,,,False,False
2024-12-14,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,cdf21a9df24b91d12011ff961cbba4c7,True,,,False,False
2024-12-04,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,e0017ed86a18734d23ddea221935e9aa,True,,,False,False
2024-11-26,Wells Fargo CC,"EMERGENCY MEDICAL EMERGENCY MEDICAL SERVICE 562-378-1500 ,CA",Emergency Medical Emergency Medical Service,-149.0,Expenses: Work,False,False,WF Credit Card Year End080425.csv,7d707e13ecd47d06e1aa2f6f7f76ece6,True,,,False,False
2024-11-26,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,fc24ad0a87ea9f9fb9d6d9e7a7ef4c6c,True,,,False,False
2024-11-22,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,99fe20e8ff6938cf8e8ebac8d27c6880,True,,,False,False
2024-11-16,Wells Fargo CC,"CPR READY SQ *CPR READY gosq.com     ,CA",Cpr Ready Sq,-150.0,Expenses: Work,False,False,WF Credit Card Year End080425.csv,5c979acd2db435e60c760b736263368e,True,,,False,False
2024-11-13,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,0fb96a20ba902aedbb8354f263761295,True,,,False,False
2024-11-07,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,b84dbcb76ae0a22814a01c6f12ddf1cf,True,,,False,False
2024-10-24,Wells Fargo CC,"AHED HANNA MD AHED HANNA, MD 818-566-9991 ,CA","Ahed Hanna Md Ahed Hanna, Md",-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,c65aab4517132a2cddd588eaa0c14c5c,True,,,False,False
2024-10-24,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,8935fbc8246f9569b07fb1064d67501d,True,,,False,False
2024-10-19,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,0e273cfef2d97e8a1366ed400a1a708a,True,,,False,False
2024-10-07,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,726eda8e09bd633bd012828a54c64beb,True,,,False,False
2024-09-30,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,3ff28d168ed9206389bfd9750f54c29e,True,,,False,False
2024-09-23,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,f0641b34dd998bfafc997f579f121d5e,True,,,False,False
2024-09-15,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,61a68f205317f1198c58c938fdc51659,True,,,False,False
2024-09-09,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,c31944e99214bafbd348bb8abb254fd2,True,,,False,False
2024-09-02,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,465edb2414a8efac39ddaf0756b15008,True,,,False,False
2024-08-25,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,0a7a31e4ba0d638336d69fabccc4f5dd,True,,,False,False
2024-08-21,Wells Fargo CC,"TOLUCA LAKE CO TOLUCA LAKE DENTISTRY BURBANK      ,CA",Toluca Lake Co Toluca Lake Dentistry Burbank,-39.8,Health & Wellness: Other,False,False,WF Credit Card Year End080425.csv,edec826b95ee45ce19988cb186c98b55,True,,,False,False
2024-08-18,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,de3716f49cc71845c2b130ca671be690,True,,,False,False
2024-08-11,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,5ed0d0df5f408ed75f599c510559ccae,True,,,False,False
2024-07-31,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,3e85ef9249d04767e3ca6b56b840a733,True,,,False,False
2024-07-24,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,4b0759bb7fcc1b0806d509f388b34a75,True,,,False,False
2024-07-17,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,9a7ca2846286f7f22fe20a827dfec231,True,,,False,False
2024-07-16,Wells Fargo CC,"RULA HEALTH PATH CCM RULA HEALTH (PATH CCM) 323-2057088  ,CA",Rula Health Path Ccm Rula Health (Path Ccm),-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,a017755363abe4abf792fbfef314f111,True,,,False,False
2024-07-09,Wells Fargo CC,"UCLA PHYSICIANS UCLA PHYSICIANS www.ucla.com ,CA","Ucla Physicians Ucla Physicians Www.Ucla.Com ,Ca",-10.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,2817031140fa01d32be4bafc0968617d,True,,,False,False
2024-07-09,Wells Fargo CC,"UCLA PHYSICIANS UCLA PHYSICIANS www.ucla.com ,CA","Ucla Physicians Ucla Physicians Www.Ucla.Com ,Ca",-10.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,2817031140fa01d32be4bafc0968617d,True,,,False,False
2024-06-05,Wells Fargo CC,"FOOTCARE CENTER BURBANK FOOT CARE CENTER BURBANK      ,CA",Footcare Center Burbank Foot Care Center Burbank,-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,5b8f7eccfe4041f089fb8ed5e5f0ba19,True,,,False,False
2024-05-06,Wells Fargo CC,"JILL MAZZA MD JILL MAZZA MD BURBANK      ,CA",Jill Mazza Md Jill Mazza Md Burbank,-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,587bef3d4b770ed95332e71edd244b5e,True,,,False,False
2024-04-22,Wells Fargo CC,"AHED HANNA MD AHED HANNA, MD 818-566-9991 ,CA","Ahed Hanna Md Ahed Hanna, Md",-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,de2f7793c7f87eabbf914b3997a6196f,True,,,False,False
2024-04-17,Wells Fargo CC,"UCLA PHYSICIANS UCLA PHYSICIANS www.ucla.com ,CA","Ucla Physicians Ucla Physicians Www.Ucla.Com ,Ca",-10.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,345660968a5f95c815588bb89e641d22,True,,,False,False
2024-04-01,Wells Fargo CC,"UCLA PHYSICIANS UCLA PHYSICIANS www.ucla.com ,CA","Ucla Physicians Ucla Physicians Www.Ucla.Com ,Ca",-5.0,Health & Wellness: Co-pays,False,False,WF Credit Card Year End080425.csv,5e0156d5aa29004c0f7aac1754a3decf,True,,,False,False
2024-12-30,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-13.95,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,e0b931c8524582427d752a2bf77cf701,True,,,False,False
2024-11-30,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-22.19,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,76c4f08203b0929090c530e757e88b27,True,,,False,False
2024-10-31,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-11.56,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,79d1cf691a61183f884ccea6b4d5986d,True,,,False,False
2024-09-25,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-1.78,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,2a4cc29d968891f292bfd63550ea3976,True,,,False,False
2024-09-21,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-10.0,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,8a48a405f6ab2d1777b97043e27585dd,True,,,False,False
2024-08-14,Wells Fargo CC,"CVS CVS/PHARMACY #09658 BURBANK      ,CA",Cvs Cvs/Pharmacy,-11.16,Health & Wellness: Prescriptions,False,False,WF Credit Card Year End080425.csv,f271b05716cbee3f2282469f8ec5ddb3,True,,,False,False
